date,forecast,lower,upper
2026-06-04,625.9162499999999,607.294329851329,645.1091880109786
2026-06-11,625.9162499999999,599.744103360188,653.2305191815725
2026-06-18,625.9162499999999,594.0143209093565,659.5314931369214
2026-06-25,625.9162499999999,589.2264389518167,664.8906534319636
2026-07-02,625.9162499999999,585.0402174951273,669.6482400670606
2026-07-09,625.9162499999999,581.2811884513785,673.9787211380437
2026-07-16,625.9162499999999,577.8457259379162,677.9857225354891
2026-07-23,625.9162499999999,574.6663223958732,681.7367518261859
2026-07-30,625.9162499999999,571.6960941242996,685.2786927190069
2026-08-06,625.9162499999999,568.9009106161948,688.6456757288761
2026-08-13,625.9162499999999,566.2550100339475,691.8634627013283
2026-08-20,625.9162499999999,563.7383810460329,694.952064975813
2026-08-27,625.9162499999999,561.3351121157081,697.927394096998
2026-09-03,625.9162499999999,559.0323041936106,700.802349122171
2026-09-10,625.9162499999999,556.819328230031,703.5875591089671
2026-09-17,625.9162499999999,554.6873025901451,706.2919057001374
2026-09-24,625.9162499999999,552.6287156541166,708.9229005234447
2026-10-01,625.9162499999999,550.6371471528496,711.4869638559127
2026-10-08,625.9162499999999,548.7070583929764,713.9896343988368
2026-10-15,625.9162499999999,546.8336316348168,716.4357298998256
2026-10-22,625.9162499999999,545.0126452402711,718.8294720049081
2026-10-29,625.9162499999999,543.240375311828,721.1745846195249
2026-11-05,625.9162499999999,541.5135172609118,723.4743723401817
2026-11-12,625.9162499999999,539.82912258221,725.7317836801219
2026-11-19,625.9162499999999,538.18454737918,727.9494625438186
2026-11-26,625.9162499999999,536.5774100769172,730.1297905141084
