date,forecast,lower,upper
2026-06-04,625.7073425322053,568.9100305535407,682.50465451087
2026-06-11,625.7073425322053,554.7238667224365,696.6908183419741
2026-06-18,625.7073425322053,542.934321395664,708.4803636687466
2026-06-25,625.7073425322053,532.6262369408739,718.7884481235367
2026-07-02,625.7073425322053,523.3510461546065,728.0636389098041
2026-07-09,625.7073425322053,514.8491872247444,736.5654978396663
2026-07-16,625.7073425322053,506.95444872238096,744.4602363420296
2026-07-23,625.7073425322053,499.55279850686435,751.8618865575463
2026-07-30,625.7073425322053,492.56197773013656,758.8527073342741
2026-08-06,625.7073425322053,485.9203354167003,765.4943496477104
2026-08-13,625.7073425322053,479.5802521336604,771.8344329307502
2026-08-20,625.7073425322053,473.5040385655082,777.9106464989025
2026-08-27,625.7073425322053,467.66125770751546,783.7534273568951
2026-09-03,625.7073425322053,462.0269096196322,789.3877754447784
2026-09-10,625.7073425322053,456.58016166383743,794.8345234005732
2026-09-17,625.7073425322053,451.30343633020567,800.111248734205
2026-09-24,625.7073425322053,446.18174076869593,805.2329442957147
2026-10-01,625.7073425322053,441.20216407212945,810.2125209922812
2026-10-08,625.7073425322053,436.35349369722996,815.0611913671806
2026-10-15,625.7073425322053,431.6259182313388,819.7887668330718
2026-10-22,625.7073425322053,427.0107938739882,824.4038911904224
2026-10-29,625.7073425322053,422.5004586952606,828.91422636915
2026-11-05,625.7073425322053,418.08808324069395,833.3266018237166
2026-11-12,625.7073425322053,413.76754915024014,837.6471359141705
2026-11-19,625.7073425322053,409.5333496264342,841.8813354379764
2026-11-26,625.7073425322053,405.3805071288467,846.0341779355639
