date,forecast,lower,upper
2026-06-04,225.3970779729172,22.607622951318803,428.1865329945156
2026-06-11,224.48185135827163,21.627741638706,427.3359610778373
2026-06-18,223.56081450959962,20.640722672584303,426.4809063466149
2026-06-25,222.63396742690117,19.646550231890217,425.6213846219121
2026-07-02,221.7013101101763,18.645208442049523,424.7574117783031
2026-07-09,220.762842559425,17.636681376121743,423.8890037427283
2026-07-16,219.81856477464726,16.620953055960427,423.0161764933341
2026-07-23,218.8684767558431,15.598007453388533,422.1389460582976
2026-07-30,217.9125785030125,14.567828491388866,421.25732851463613
2026-08-06,216.95087001615548,13.530400045310301,420.3713399870006
2026-08-13,215.98335129527214,12.48570594408858,419.4809966464557
2026-08-20,215.01002234036224,11.43372997148208,418.5863147092424
2026-08-27,214.03088315142594,10.374455867323348,417.6873104355285
2026-09-03,213.04593372846318,9.30786732878451,416.7840001281419
2026-09-10,212.0551740714741,8.23394801165793,415.8764001312903
2026-09-17,211.0586041804585,7.1526815316509555,414.96452682926605
2026-09-24,210.05622405541646,6.06405146569611,414.0483966451368
2026-10-01,209.048033696348,4.968041353274458,413.12802603942157
2026-10-08,208.03403310325308,3.86463469775407,412.2034315087521
2026-10-15,207.01422227613176,2.753814967741903,411.2746295845216
2026-10-22,205.988601214984,1.6355655984499435,410.34163683151803
2026-10-29,204.9571699198098,0.5098699930748296,409.40446984654477
2026-11-05,203.91992839060916,0.0,408.46314525702707
2026-11-12,202.8768766273821,0.0,407.51767971960595
2026-11-19,201.82801463012862,0.0,406.568089918718
2026-11-26,200.7733423988488,0.0,405.61439256516303
