date,forecast,lower,upper
2026-06-11,401.848340553906,66.97826963927935,736.7184114685326
2026-06-18,400.7164381432809,65.74023428337347,735.6926420031884
2026-06-25,399.57609439121404,64.49158494839509,734.660603834033
2026-07-02,398.4273092977053,63.23229581074884,733.6223227846617
2026-07-09,397.2700828627547,61.96234095955077,732.5778247659587
2026-07-16,396.1044150863621,60.681694398480374,731.5271357742438
2026-07-23,394.9303059685278,59.390330047657926,730.4702818893977
2026-07-30,393.7477555092516,58.08822174554547,729.4072892729578
2026-08-06,392.5567637085334,56.77534325087407,728.3381841661928
2026-08-13,391.3573305663735,55.45166824459454,727.2629928881524
2026-08-20,390.14945608277156,54.11717033185232,726.1817418336908
2026-08-27,388.93314025772787,52.77182304398849,725.0944574714672
2026-09-03,387.70838309124224,51.41559984056198,724.0011663419225
2026-09-10,386.4751845833148,50.048474111398775,722.9018950552309
2026-09-17,385.2335447339455,48.670419178662826,721.7966702892281
2026-09-24,383.98346354313423,47.281408298951305,720.6855187873172
2026-10-01,382.7249410108812,45.88141466541373,719.5684673563487
2026-10-08,381.45797713718616,44.47041140989285,718.4455428644794
2026-10-15,380.18257192204936,43.04837160509061,717.3167722390081
2026-10-22,378.89872536547057,41.61526826675447,716.1821824641867
2026-10-29,377.60643746745006,40.171074355888265,715.0418005790118
2026-11-05,376.3057082279877,38.71576278098348,713.8956536749919
2026-11-12,374.99653764708324,37.2493064002735,712.743768893893
2026-11-19,373.6789257247371,35.77167802400993,711.5861734254643
2026-11-26,372.35287246094896,34.282850416758095,710.4228945051398
2026-12-03,371.0183778557191,32.782796299716324,709.2539594117219
